sequence_id_1,sequence_id_2,similarity_score
WP_394008175.1,XHV06635.1,0.0
BAT47512.1,XHV06635.1,0.0
BGC0000006.3,XHV06635.1,0.0
WP_409853016.1,XHV06635.1,0.0
BGC0000017.5,XHV06635.1,54.29
WP_394105113.1,XHV06635.1,0.0
XHH54078.1,XHV06635.1,0.0
BGC0000022.3,XHV06635.1,0.0
WP_394091412.1,XHV06635.1,0.0
WP_393975098.1,XHV06635.1,0.0
BGC0000020.3,XHV06635.1,90.91
WP_246736987.1,XHV06635.1,0.0
WP_377874665.1,XHV06635.1,0.0
WP_374374627.1,XHV06635.1,0.0
WP_403409309.1,XHV06635.1,0.0
WP_390290327.1,XHV06635.1,0.0
WP_394058857.1,XHV06635.1,0.0
WP_394946084.1,XHV06635.1,0.0
UYT19774.1,XHV06635.1,0.0
XOL52311.1,XHV06635.1,0.0
XCP53806.1,XHV06635.1,0.0
WP_415070495.1,XHV06635.1,0.0
BGC0000010.3,XHV06635.1,0.0
WP_402758273.1,XHV06635.1,0.0
WP_400880729.1,XHV06635.1,0.0
BGC0000023.5,XHV06635.1,0.0
WP_148045554.1,XHV06635.1,0.0
pdb|2N6Z|A,XHV06635.1,0.0
WP_379130331.1,XHV06635.1,0.0
WP_391559211.1,XHV06635.1,0.0
WP_379090270.1,XHV06635.1,0.0
WP_374309088.1,XHV06635.1,0.0
WP_391375990.1,XHV06635.1,0.0
BAT47516.1,XHV06635.1,0.0
WP_378845721.1,XHV06635.1,0.0
BGC0000026.5,XHV06635.1,0.0
BGC0000003.3,XHV06635.1,0.0
WP_394077114.1,XHV06635.1,0.0
WP_407995776.1,XHV06635.1,0.0
WP_414461653.1,XHV06635.1,0.0
BGC0000024.5,XHV06635.1,0.0
BGC0000018.5,XHV06635.1,0.0
BGC0000016.4,XHV06635.1,0.0
WP_394067533.1,XHV06635.1,0.0
BGC0000001.5,XHV06635.1,0.0
WP_394064521.1,XHV06635.1,0.0
BAT47514.1,XHV06635.1,0.0
WP_394081549.1,XHV06635.1,0.0
WP_171695355.1,XHV06635.1,0.0
WP_409979092.1,XHV06635.1,0.0
WP_394100829.1,XHV06635.1,0.0
BGC0000012.3,XHV06635.1,0.0
WP_400765736.1,XHV06635.1,0.0
WP_414116387.1,XHV06635.1,0.0
WP_414590999.1,XHV06635.1,0.0
XMG51263.1,XHV06635.1,0.0
CAM2763972.1,XHV06635.1,0.0
BGC0000009.3,XHV06635.1,0.0
CAM3652502.1,XHV06635.1,0.0
WP_402798883.1,XHV06635.1,0.0
BFO63100.1,XHV06635.1,0.0
WP_379036518.1,XHV06635.1,0.0
WP_394088603.1,XHV06635.1,0.0
BAT47513.1,XHV06635.1,0.0
BAT47515.1,XHV06635.1,0.0
WP_393996635.1,XHV06635.1,0.0
WP_394111076.1,XHV06635.1,0.0
WP_393957544.1,XHV06635.1,0.0
BGC0000019.5,XJV75695.1,0.0
WP_375275745.1,XJV75695.1,0.0
WP_405707408.1,XJV75695.1,0.0
WP_395697023.1,XJV75695.1,0.0
WP_394032341.1,XJV75695.1,0.0
XHV06635.1,XJV75695.1,0.0
XJV75695.1,XJV75695.1,100.0
WP_407866493.1,XJV75695.1,0.0
WP_393988544.1,XJV75695.1,0.0
WP_411903715.1,XJV75695.1,0.0
WP_394040999.1,XJV75695.1,0.0
WP_394076167.1,XJV75695.1,0.0
XMF84248.1,XJV75695.1,0.0
WP_395664523.1,XJV75695.1,0.0
WP_412968760.1,XJV75695.1,0.0
WP_138398174.1,XJV75695.1,0.0
WP_407340944.1,XJV75695.1,0.0
WP_374341810.1,XJV75695.1,0.0
BGC0000004.3,XJV75695.1,0.0
WP_404359873.1,XJV75695.1,0.0
WP_393978746.1,XJV75695.1,0.0
WP_407271027.1,XJV75695.1,0.0
CAM3577162.1,XJV75695.1,0.0
WP_374249988.1,XJV75695.1,0.0
BGC0000014.5,XJV75695.1,0.0
WP_209484166.1,XJV75695.1,0.0
BGC0000002.5,XJV75695.1,72.22
ABR83084.1,XJV75695.1,0.0
BGC0000027.4,XJV75695.1,0.0
WP_393991883.1,XJV75695.1,0.0
WP_409562062.1,XJV75695.1,0.0
BGC0000011.3,XJV75695.1,0.0
WP_394111893.1,XJV75695.1,0.0
XNO08232.1,XJV75695.1,0.0
WP_391515705.1,XJV75695.1,0.0
XKG22298.1,XJV75695.1,0.0
WP_341081218.1,XJV75695.1,0.0
XNO08231.1,XJV75695.1,0.0
BGC0000028.5,XJV75695.1,63.64
CAI8805946.1,XJV75695.1,0.0
BGC0000021.5,XJV75695.1,57.69
WP_405029742.1,XJV75695.1,0.0
WP_407995214.1,XJV75695.1,0.0
WP_394038837.1,XJV75695.1,0.0
ARO18898.1,XJV75695.1,0.0
BGC0000008.3,XJV75695.1,0.0
WP_394034628.1,XJV75695.1,0.0
BGC0000007.3,XJV75695.1,0.0
WP_393984481.1,XJV75695.1,0.0
WP_231883699.1,XJV75695.1,0.0
WP_394008175.1,XJV75695.1,0.0
BAT47512.1,XJV75695.1,0.0
BGC0000006.3,XJV75695.1,0.0
WP_409853016.1,XJV75695.1,0.0
BGC0000017.5,XJV75695.1,0.0
WP_394105113.1,XJV75695.1,0.0
XHH54078.1,XJV75695.1,0.0
BGC0000022.3,XJV75695.1,0.0
WP_394091412.1,XJV75695.1,0.0
WP_393975098.1,XJV75695.1,0.0
BGC0000020.3,XJV75695.1,51.28
WP_246736987.1,XJV75695.1,0.0
WP_377874665.1,XJV75695.1,0.0
WP_374374627.1,XJV75695.1,0.0
WP_403409309.1,XJV75695.1,0.0
WP_390290327.1,XJV75695.1,0.0
WP_394058857.1,XJV75695.1,0.0
WP_394946084.1,XJV75695.1,0.0
UYT19774.1,XJV75695.1,0.0
XOL52311.1,XJV75695.1,0.0
XCP53806.1,XJV75695.1,0.0
WP_415070495.1,XJV75695.1,0.0
BGC0000010.3,XJV75695.1,0.0
WP_402758273.1,XJV75695.1,0.0
WP_400880729.1,XJV75695.1,0.0
BGC0000023.5,XJV75695.1,0.0
WP_148045554.1,XJV75695.1,0.0
pdb|2N6Z|A,XJV75695.1,0.0
WP_379130331.1,XJV75695.1,0.0
WP_391559211.1,XJV75695.1,0.0
WP_379090270.1,XJV75695.1,0.0
WP_374309088.1,XJV75695.1,0.0
WP_391375990.1,XJV75695.1,0.0
BAT47516.1,XJV75695.1,0.0
WP_378845721.1,XJV75695.1,0.0
BGC0000026.5,XJV75695.1,0.0
BGC0000003.3,XJV75695.1,0.0
WP_394077114.1,XJV75695.1,0.0
WP_407995776.1,XJV75695.1,0.0
WP_414461653.1,XJV75695.1,0.0
BGC0000024.5,XJV75695.1,0.0
BGC0000018.5,XJV75695.1,0.0
BGC0000016.4,XJV75695.1,0.0
WP_394067533.1,XJV75695.1,0.0
BGC0000001.5,XJV75695.1,0.0
WP_394064521.1,XJV75695.1,0.0
BAT47514.1,XJV75695.1,0.0
WP_394081549.1,XJV75695.1,0.0
WP_171695355.1,XJV75695.1,0.0
WP_409979092.1,XJV75695.1,0.0
WP_394100829.1,XJV75695.1,0.0
BGC0000012.3,XJV75695.1,0.0
WP_400765736.1,XJV75695.1,0.0
WP_414116387.1,XJV75695.1,0.0
WP_414590999.1,XJV75695.1,0.0
XMG51263.1,XJV75695.1,0.0
CAM2763972.1,XJV75695.1,0.0
BGC0000009.3,XJV75695.1,0.0
CAM3652502.1,XJV75695.1,0.0
WP_402798883.1,XJV75695.1,0.0
BFO63100.1,XJV75695.1,0.0
WP_379036518.1,XJV75695.1,0.0
WP_394088603.1,XJV75695.1,0.0
BAT47513.1,XJV75695.1,0.0
BAT47515.1,XJV75695.1,0.0
WP_393996635.1,XJV75695.1,0.0
WP_394111076.1,XJV75695.1,0.0
WP_393957544.1,XJV75695.1,0.0
BGC0000019.5,WP_407866493.1,0.0
WP_375275745.1,WP_407866493.1,0.0
WP_405707408.1,WP_407866493.1,0.0
WP_395697023.1,WP_407866493.1,0.0
WP_394032341.1,WP_407866493.1,0.0
XHV06635.1,WP_407866493.1,0.0
XJV75695.1,WP_407866493.1,0.0
WP_407866493.1,WP_407866493.1,100.0
WP_393988544.1,WP_407866493.1,0.0
WP_411903715.1,WP_407866493.1,0.0
WP_394040999.1,WP_407866493.1,0.0
WP_394076167.1,WP_407866493.1,0.0
XMF84248.1,WP_407866493.1,0.0
WP_395664523.1,WP_407866493.1,0.0
WP_412968760.1,WP_407866493.1,0.0
WP_138398174.1,WP_407866493.1,0.0
WP_407340944.1,WP_407866493.1,0.0
WP_374341810.1,WP_407866493.1,0.0
BGC0000004.3,WP_407866493.1,0.0
WP_404359873.1,WP_407866493.1,0.0
WP_393978746.1,WP_407866493.1,0.0
WP_407271027.1,WP_407866493.1,0.0
CAM3577162.1,WP_407866493.1,0.0
WP_374249988.1,WP_407866493.1,0.0
BGC0000014.5,WP_407866493.1,75.0
WP_209484166.1,WP_407866493.1,0.0
BGC0000002.5,WP_407866493.1,0.0
ABR83084.1,WP_407866493.1,0.0
BGC0000027.4,WP_407866493.1,0.0
WP_393991883.1,WP_407866493.1,0.0
WP_409562062.1,WP_407866493.1,0.0
BGC0000011.3,WP_407866493.1,0.0
WP_394111893.1,WP_407866493.1,0.0
XNO08232.1,WP_407866493.1,0.0
WP_391515705.1,WP_407866493.1,0.0
XKG22298.1,WP_407866493.1,0.0
WP_341081218.1,WP_407866493.1,0.0
XNO08231.1,WP_407866493.1,0.0
BGC0000028.5,WP_407866493.1,0.0
CAI8805946.1,WP_407866493.1,0.0
BGC0000021.5,WP_407866493.1,78.57
WP_405029742.1,WP_407866493.1,0.0
WP_407995214.1,WP_407866493.1,0.0
WP_394038837.1,WP_407866493.1,0.0
ARO18898.1,WP_407866493.1,0.0
BGC0000008.3,WP_407866493.1,0.0
WP_394034628.1,WP_407866493.1,0.0
BGC0000007.3,WP_407866493.1,0.0
WP_393984481.1,WP_407866493.1,0.0
WP_231883699.1,WP_407866493.1,0.0
WP_394008175.1,WP_407866493.1,0.0
BAT47512.1,WP_407866493.1,0.0
BGC0000006.3,WP_407866493.1,0.0
WP_409853016.1,WP_407866493.1,0.0
BGC0000017.5,WP_407866493.1,0.0
WP_394105113.1,WP_407866493.1,0.0
XHH54078.1,WP_407866493.1,0.0
BGC0000022.3,WP_407866493.1,0.0
WP_394091412.1,WP_407866493.1,0.0
WP_393975098.1,WP_407866493.1,0.0
BGC0000020.3,WP_407866493.1,73.33
WP_246736987.1,WP_407866493.1,0.0
WP_377874665.1,WP_407866493.1,0.0
WP_374374627.1,WP_407866493.1,0.0
WP_403409309.1,WP_407866493.1,0.0
WP_390290327.1,WP_407866493.1,0.0
WP_394058857.1,WP_407866493.1,0.0
WP_394946084.1,WP_407866493.1,0.0
UYT19774.1,WP_407866493.1,0.0
XOL52311.1,WP_407866493.1,0.0
XCP53806.1,WP_407866493.1,0.0
WP_415070495.1,WP_407866493.1,0.0
BGC0000010.3,WP_407866493.1,0.0
WP_402758273.1,WP_407866493.1,0.0
WP_400880729.1,WP_407866493.1,0.0
BGC0000023.5,WP_407866493.1,0.0
WP_148045554.1,WP_407866493.1,0.0
pdb|2N6Z|A,WP_407866493.1,0.0
WP_379130331.1,WP_407866493.1,0.0
WP_391559211.1,WP_407866493.1,0.0
WP_379090270.1,WP_407866493.1,0.0
WP_374309088.1,WP_407866493.1,0.0
WP_391375990.1,WP_407866493.1,0.0
BAT47516.1,WP_407866493.1,0.0
WP_378845721.1,WP_407866493.1,0.0
BGC0000026.5,WP_407866493.1,0.0
BGC0000003.3,WP_407866493.1,0.0
WP_394077114.1,WP_407866493.1,0.0
WP_407995776.1,WP_407866493.1,0.0
WP_414461653.1,WP_407866493.1,0.0
BGC0000024.5,WP_407866493.1,0.0
BGC0000018.5,WP_407866493.1,0.0
BGC0000016.4,WP_407866493.1,0.0
WP_394067533.1,WP_407866493.1,0.0
BGC0000001.5,WP_407866493.1,0.0
WP_394064521.1,WP_407866493.1,0.0
BAT47514.1,WP_407866493.1,0.0
WP_394081549.1,WP_407866493.1,0.0
WP_171695355.1,WP_407866493.1,0.0
WP_409979092.1,WP_407866493.1,0.0
WP_394100829.1,WP_407866493.1,0.0
BGC0000012.3,WP_407866493.1,0.0
WP_400765736.1,WP_407866493.1,0.0
WP_414116387.1,WP_407866493.1,0.0
WP_414590999.1,WP_407866493.1,0.0
XMG51263.1,WP_407866493.1,0.0
CAM2763972.1,WP_407866493.1,0.0
BGC0000009.3,WP_407866493.1,0.0
CAM3652502.1,WP_407866493.1,0.0
WP_402798883.1,WP_407866493.1,0.0
BFO63100.1,WP_407866493.1,0.0
WP_379036518.1,WP_407866493.1,0.0
WP_394088603.1,WP_407866493.1,0.0
BAT47513.1,WP_407866493.1,0.0
BAT47515.1,WP_407866493.1,0.0
WP_393996635.1,WP_407866493.1,0.0
WP_394111076.1,WP_407866493.1,0.0
WP_393957544.1,WP_407866493.1,0.0
BGC0000019.5,WP_393988544.1,0.0
WP_375275745.1,WP_393988544.1,0.0
WP_405707408.1,WP_393988544.1,0.0
WP_395697023.1,WP_393988544.1,0.0
WP_394032341.1,WP_393988544.1,0.0
XHV06635.1,WP_393988544.1,0.0
XJV75695.1,WP_393988544.1,0.0
WP_407866493.1,WP_393988544.1,0.0
WP_393988544.1,WP_393988544.1,100.0
WP_411903715.1,WP_393988544.1,0.0
WP_394040999.1,WP_393988544.1,0.0
WP_394076167.1,WP_393988544.1,0.0
XMF84248.1,WP_393988544.1,0.0
WP_395664523.1,WP_393988544.1,0.0
WP_412968760.1,WP_393988544.1,0.0
WP_138398174.1,WP_393988544.1,0.0
WP_407340944.1,WP_393988544.1,0.0
WP_374341810.1,WP_393988544.1,0.0
BGC0000004.3,WP_393988544.1,0.0
WP_404359873.1,WP_393988544.1,0.0
WP_393978746.1,WP_393988544.1,0.0
WP_407271027.1,WP_393988544.1,0.0
CAM3577162.1,WP_393988544.1,0.0
WP_374249988.1,WP_393988544.1,0.0
BGC0000014.5,WP_393988544.1,0.0
WP_209484166.1,WP_393988544.1,0.0
BGC0000002.5,WP_393988544.1,0.0
ABR83084.1,WP_393988544.1,0.0
BGC0000027.4,WP_393988544.1,0.0
WP_393991883.1,WP_393988544.1,0.0
WP_409562062.1,WP_393988544.1,0.0
BGC0000011.3,WP_393988544.1,0.0
WP_394111893.1,WP_393988544.1,0.0
XNO08232.1,WP_393988544.1,0.0
WP_391515705.1,WP_393988544.1,0.0
XKG22298.1,WP_393988544.1,0.0
WP_341081218.1,WP_393988544.1,0.0
XNO08231.1,WP_393988544.1,0.0
BGC0000028.5,WP_393988544.1,0.0
CAI8805946.1,WP_393988544.1,0.0
BGC0000021.5,WP_393988544.1,60.87
WP_405029742.1,WP_393988544.1,0.0
WP_407995214.1,WP_393988544.1,0.0
WP_394038837.1,WP_393988544.1,0.0
ARO18898.1,WP_393988544.1,0.0
BGC0000008.3,WP_393988544.1,0.0
WP_394034628.1,WP_393988544.1,0.0
BGC0000007.3,WP_393988544.1,0.0
WP_393984481.1,WP_393988544.1,0.0
WP_231883699.1,WP_393988544.1,0.0
WP_394008175.1,WP_393988544.1,0.0
BAT47512.1,WP_393988544.1,0.0
BGC0000006.3,WP_393988544.1,0.0
WP_409853016.1,WP_393988544.1,0.0
BGC0000017.5,WP_393988544.1,0.0
WP_394105113.1,WP_393988544.1,0.0
XHH54078.1,WP_393988544.1,0.0
BGC0000022.3,WP_393988544.1,0.0
WP_394091412.1,WP_393988544.1,0.0
WP_393975098.1,WP_393988544.1,0.0
BGC0000020.3,WP_393988544.1,55.88
WP_246736987.1,WP_393988544.1,0.0
WP_377874665.1,WP_393988544.1,0.0
WP_374374627.1,WP_393988544.1,0.0
WP_403409309.1,WP_393988544.1,0.0
WP_390290327.1,WP_393988544.1,0.0
WP_394058857.1,WP_393988544.1,0.0
WP_394946084.1,WP_393988544.1,0.0
UYT19774.1,WP_393988544.1,0.0
XOL52311.1,WP_393988544.1,0.0
XCP53806.1,WP_393988544.1,0.0
WP_415070495.1,WP_393988544.1,0.0
BGC0000010.3,WP_393988544.1,0.0
WP_402758273.1,WP_393988544.1,0.0
WP_400880729.1,WP_393988544.1,0.0
BGC0000023.5,WP_393988544.1,0.0
WP_148045554.1,WP_393988544.1,0.0
pdb|2N6Z|A,WP_393988544.1,0.0
WP_379130331.1,WP_393988544.1,0.0
WP_391559211.1,WP_393988544.1,0.0
WP_379090270.1,WP_393988544.1,0.0
WP_374309088.1,WP_393988544.1,0.0
WP_391375990.1,WP_393988544.1,0.0
BAT47516.1,WP_393988544.1,0.0
WP_378845721.1,WP_393988544.1,0.0
BGC0000026.5,WP_393988544.1,0.0
BGC0000003.3,WP_393988544.1,0.0
WP_394077114.1,WP_393988544.1,0.0
WP_407995776.1,WP_393988544.1,0.0
WP_414461653.1,WP_393988544.1,0.0
BGC0000024.5,WP_393988544.1,0.0
BGC0000018.5,WP_393988544.1,66.67
BGC0000016.4,WP_393988544.1,0.0
WP_394067533.1,WP_393988544.1,0.0
BGC0000001.5,WP_393988544.1,54.84
WP_394064521.1,WP_393988544.1,0.0
BAT47514.1,WP_393988544.1,0.0
WP_394081549.1,WP_393988544.1,0.0
WP_171695355.1,WP_393988544.1,0.0
WP_409979092.1,WP_393988544.1,0.0
WP_394100829.1,WP_393988544.1,0.0
BGC0000012.3,WP_393988544.1,0.0
WP_400765736.1,WP_393988544.1,0.0
WP_414116387.1,WP_393988544.1,0.0
WP_414590999.1,WP_393988544.1,0.0
XMG51263.1,WP_393988544.1,0.0
CAM2763972.1,WP_393988544.1,0.0
BGC0000009.3,WP_393988544.1,0.0
CAM3652502.1,WP_393988544.1,0.0
WP_402798883.1,WP_393988544.1,0.0
BFO63100.1,WP_393988544.1,0.0
WP_379036518.1,WP_393988544.1,0.0
WP_394088603.1,WP_393988544.1,0.0
BAT47513.1,WP_393988544.1,0.0
BAT47515.1,WP_393988544.1,0.0
WP_393996635.1,WP_393988544.1,0.0
WP_394111076.1,WP_393988544.1,0.0
WP_393957544.1,WP_393988544.1,0.0
BGC0000019.5,WP_411903715.1,0.0
WP_375275745.1,WP_411903715.1,0.0
WP_405707408.1,WP_411903715.1,0.0
WP_395697023.1,WP_411903715.1,0.0
WP_394032341.1,WP_411903715.1,0.0
XHV06635.1,WP_411903715.1,0.0
XJV75695.1,WP_411903715.1,0.0
WP_407866493.1,WP_411903715.1,0.0
WP_393988544.1,WP_411903715.1,0.0
WP_411903715.1,WP_411903715.1,100.0
WP_394040999.1,WP_411903715.1,0.0
WP_394076167.1,WP_411903715.1,0.0
XMF84248.1,WP_411903715.1,0.0
WP_395664523.1,WP_411903715.1,0.0
WP_412968760.1,WP_411903715.1,0.0
WP_138398174.1,WP_411903715.1,0.0
WP_407340944.1,WP_411903715.1,0.0
WP_374341810.1,WP_411903715.1,0.0
BGC0000004.3,WP_411903715.1,0.0
WP_404359873.1,WP_411903715.1,0.0
WP_393978746.1,WP_411903715.1,0.0
WP_407271027.1,WP_411903715.1,0.0
CAM3577162.1,WP_411903715.1,0.0
WP_374249988.1,WP_411903715.1,0.0
BGC0000014.5,WP_411903715.1,66.67
WP_209484166.1,WP_411903715.1,0.0
BGC0000002.5,WP_411903715.1,63.64
ABR83084.1,WP_411903715.1,0.0
BGC0000027.4,WP_411903715.1,0.0
WP_393991883.1,WP_411903715.1,0.0
WP_409562062.1,WP_411903715.1,0.0
BGC0000011.3,WP_411903715.1,0.0
WP_394111893.1,WP_411903715.1,0.0
XNO08232.1,WP_411903715.1,0.0
WP_391515705.1,WP_411903715.1,0.0
XKG22298.1,WP_411903715.1,0.0
WP_341081218.1,WP_411903715.1,0.0
XNO08231.1,WP_411903715.1,0.0
BGC0000028.5,WP_411903715.1,0.0
CAI8805946.1,WP_411903715.1,0.0
BGC0000021.5,WP_411903715.1,0.0
WP_405029742.1,WP_411903715.1,0.0
WP_407995214.1,WP_411903715.1,0.0
WP_394038837.1,WP_411903715.1,0.0
ARO18898.1,WP_411903715.1,0.0
BGC0000008.3,WP_411903715.1,0.0
WP_394034628.1,WP_411903715.1,0.0
BGC0000007.3,WP_411903715.1,0.0
WP_393984481.1,WP_411903715.1,0.0
WP_231883699.1,WP_411903715.1,0.0
WP_394008175.1,WP_411903715.1,0.0
BAT47512.1,WP_411903715.1,0.0
BGC0000006.3,WP_411903715.1,0.0
WP_409853016.1,WP_411903715.1,0.0
BGC0000017.5,WP_411903715.1,0.0
WP_394105113.1,WP_411903715.1,0.0
XHH54078.1,WP_411903715.1,0.0
BGC0000022.3,WP_411903715.1,0.0
WP_394091412.1,WP_411903715.1,0.0
WP_393975098.1,WP_411903715.1,0.0
BGC0000020.3,WP_411903715.1,72.22
WP_246736987.1,WP_411903715.1,0.0
WP_377874665.1,WP_411903715.1,0.0
WP_374374627.1,WP_411903715.1,0.0
WP_403409309.1,WP_411903715.1,0.0
WP_390290327.1,WP_411903715.1,0.0
WP_394058857.1,WP_411903715.1,0.0
WP_394946084.1,WP_411903715.1,0.0
UYT19774.1,WP_411903715.1,0.0
XOL52311.1,WP_411903715.1,0.0
XCP53806.1,WP_411903715.1,0.0
WP_415070495.1,WP_411903715.1,0.0
BGC0000010.3,WP_411903715.1,0.0
WP_402758273.1,WP_411903715.1,0.0
WP_400880729.1,WP_411903715.1,0.0
BGC0000023.5,WP_411903715.1,68.42
WP_148045554.1,WP_411903715.1,0.0
pdb|2N6Z|A,WP_411903715.1,0.0
WP_379130331.1,WP_411903715.1,0.0
WP_391559211.1,WP_411903715.1,0.0
WP_379090270.1,WP_411903715.1,0.0
WP_374309088.1,WP_411903715.1,0.0
WP_391375990.1,WP_411903715.1,0.0
BAT47516.1,WP_411903715.1,0.0
WP_378845721.1,WP_411903715.1,0.0
BGC0000026.5,WP_411903715.1,0.0
BGC0000003.3,WP_411903715.1,0.0
WP_394077114.1,WP_411903715.1,0.0
WP_407995776.1,WP_411903715.1,0.0
WP_414461653.1,WP_411903715.1,0.0
BGC0000024.5,WP_411903715.1,0.0
BGC0000018.5,WP_411903715.1,0.0
BGC0000016.4,WP_411903715.1,0.0
WP_394067533.1,WP_411903715.1,0.0
BGC0000001.5,WP_411903715.1,61.9
WP_394064521.1,WP_411903715.1,0.0
BAT47514.1,WP_411903715.1,0.0
WP_394081549.1,WP_411903715.1,0.0
WP_171695355.1,WP_411903715.1,0.0
WP_409979092.1,WP_411903715.1,0.0
WP_394100829.1,WP_411903715.1,0.0
BGC0000012.3,WP_411903715.1,0.0
WP_400765736.1,WP_411903715.1,0.0
WP_414116387.1,WP_411903715.1,0.0
WP_414590999.1,WP_411903715.1,0.0
XMG51263.1,WP_411903715.1,0.0
CAM2763972.1,WP_411903715.1,0.0
BGC0000009.3,WP_411903715.1,0.0
CAM3652502.1,WP_411903715.1,0.0
WP_402798883.1,WP_411903715.1,0.0
BFO63100.1,WP_411903715.1,0.0
WP_379036518.1,WP_411903715.1,0.0
WP_394088603.1,WP_411903715.1,0.0
BAT47513.1,WP_411903715.1,0.0
BAT47515.1,WP_411903715.1,0.0
WP_393996635.1,WP_411903715.1,0.0
WP_394111076.1,WP_411903715.1,0.0
WP_393957544.1,WP_411903715.1,0.0
BGC0000019.5,WP_394040999.1,0.0
WP_375275745.1,WP_394040999.1,0.0
WP_405707408.1,WP_394040999.1,0.0
WP_395697023.1,WP_394040999.1,0.0
WP_394032341.1,WP_394040999.1,0.0
XHV06635.1,WP_394040999.1,0.0
XJV75695.1,WP_394040999.1,0.0
WP_407866493.1,WP_394040999.1,0.0
WP_393988544.1,WP_394040999.1,0.0
WP_411903715.1,WP_394040999.1,0.0
WP_394040999.1,WP_394040999.1,100.0
WP_394076167.1,WP_394040999.1,0.0
XMF84248.1,WP_394040999.1,0.0
WP_395664523.1,WP_394040999.1,0.0
WP_412968760.1,WP_394040999.1,0.0
WP_138398174.1,WP_394040999.1,0.0
WP_407340944.1,WP_394040999.1,0.0
WP_374341810.1,WP_394040999.1,0.0
BGC0000004.3,WP_394040999.1,0.0
WP_404359873.1,WP_394040999.1,0.0
WP_393978746.1,WP_394040999.1,0.0
WP_407271027.1,WP_394040999.1,0.0
CAM3577162.1,WP_394040999.1,0.0
WP_374249988.1,WP_394040999.1,0.0
BGC0000014.5,WP_394040999.1,0.0
WP_209484166.1,WP_394040999.1,0.0
BGC0000002.5,WP_394040999.1,66.67
ABR83084.1,WP_394040999.1,0.0
BGC0000027.4,WP_394040999.1,0.0
WP_393991883.1,WP_394040999.1,0.0
WP_409562062.1,WP_394040999.1,0.0
BGC0000011.3,WP_394040999.1,0.0
WP_394111893.1,WP_394040999.1,0.0
XNO08232.1,WP_394040999.1,0.0
WP_391515705.1,WP_394040999.1,0.0
XKG22298.1,WP_394040999.1,0.0
WP_341081218.1,WP_394040999.1,0.0
XNO08231.1,WP_394040999.1,0.0
BGC0000028.5,WP_394040999.1,0.0
CAI8805946.1,WP_394040999.1,0.0
BGC0000021.5,WP_394040999.1,54.55
WP_405029742.1,WP_394040999.1,0.0
WP_407995214.1,WP_394040999.1,0.0
WP_394038837.1,WP_394040999.1,0.0
ARO18898.1,WP_394040999.1,0.0
BGC0000008.3,WP_394040999.1,0.0
WP_394034628.1,WP_394040999.1,0.0
BGC0000007.3,WP_394040999.1,0.0
WP_393984481.1,WP_394040999.1,0.0
WP_231883699.1,WP_394040999.1,0.0
WP_394008175.1,WP_394040999.1,0.0
BAT47512.1,WP_394040999.1,0.0
BGC0000006.3,WP_394040999.1,0.0
WP_409853016.1,WP_394040999.1,0.0
BGC0000017.5,WP_394040999.1,0.0
WP_394105113.1,WP_394040999.1,0.0
XHH54078.1,WP_394040999.1,0.0
BGC0000022.3,WP_394040999.1,0.0
WP_394091412.1,WP_394040999.1,0.0
WP_393975098.1,WP_394040999.1,0.0
BGC0000020.3,WP_394040999.1,71.43
WP_246736987.1,WP_394040999.1,0.0
WP_377874665.1,WP_394040999.1,0.0
WP_374374627.1,WP_394040999.1,0.0
WP_403409309.1,WP_394040999.1,0.0
WP_390290327.1,WP_394040999.1,0.0
WP_394058857.1,WP_394040999.1,0.0
WP_394946084.1,WP_394040999.1,0.0
UYT19774.1,WP_394040999.1,0.0
XOL52311.1,WP_394040999.1,0.0
XCP53806.1,WP_394040999.1,0.0
WP_415070495.1,WP_394040999.1,0.0
BGC0000010.3,WP_394040999.1,0.0
WP_402758273.1,WP_394040999.1,0.0
WP_400880729.1,WP_394040999.1,0.0
BGC0000023.5,WP_394040999.1,0.0
WP_148045554.1,WP_394040999.1,0.0
pdb|2N6Z|A,WP_394040999.1,0.0
WP_379130331.1,WP_394040999.1,0.0
WP_391559211.1,WP_394040999.1,0.0
WP_379090270.1,WP_394040999.1,0.0
WP_374309088.1,WP_394040999.1,0.0
WP_391375990.1,WP_394040999.1,0.0
BAT47516.1,WP_394040999.1,0.0
WP_378845721.1,WP_394040999.1,0.0
BGC0000026.5,WP_394040999.1,0.0
BGC0000003.3,WP_394040999.1,0.0
WP_394077114.1,WP_394040999.1,0.0
WP_407995776.1,WP_394040999.1,0.0
WP_414461653.1,WP_394040999.1,0.0
BGC0000024.5,WP_394040999.1,0.0
BGC0000018.5,WP_394040999.1,73.33
BGC0000016.4,WP_394040999.1,0.0
WP_394067533.1,WP_394040999.1,0.0
BGC0000001.5,WP_394040999.1,0.0
WP_394064521.1,WP_394040999.1,0.0
BAT47514.1,WP_394040999.1,0.0
WP_394081549.1,WP_394040999.1,0.0
WP_171695355.1,WP_394040999.1,0.0
WP_409979092.1,WP_394040999.1,0.0
WP_394100829.1,WP_394040999.1,0.0
BGC0000012.3,WP_394040999.1,0.0
WP_400765736.1,WP_394040999.1,0.0
WP_414116387.1,WP_394040999.1,0.0
WP_414590999.1,WP_394040999.1,0.0
XMG51263.1,WP_394040999.1,0.0
CAM2763972.1,WP_394040999.1,0.0
